,loss,accuracy,val_loss,val_accuracy
0,0.42895418405532837,0.8385021090507507,0.20184773206710815,0.9366958141326904
1,0.19406823813915253,0.9332132339477539,0.31960731744766235,0.8893463611602783
2,0.132032573223114,0.9525157809257507,0.1570543348789215,0.9428718686103821
3,0.0728912353515625,0.9747779965400696,0.138750359416008,0.957282543182373
4,0.058115154504776,0.9774803519248962,0.1386268138885498,0.9541945457458496
5,0.04908008128404617,0.9832711219787598,0.1853872835636139,0.9392691850662231
6,0.0314786471426487,0.9893192648887634,0.1254715472459793,0.9526505470275879
7,0.0462757833302021,0.9846866726875305,0.1519729495048523,0.9588265419006348
8,0.021645091474056244,0.9935657978057861,0.0943884626030922,0.9716932773590088
9,0.030119817703962326,0.9907347559928894,0.1770586520433426,0.9382398128509521
