,loss,accuracy,val_loss,val_accuracy
0,7.739369869232178,0.5295328497886658,0.8319951295852661,0.6412763595581055
1,0.8258277177810669,0.6625916957855225,0.9603732228279114,0.6268656849861145
2,0.6848903894424438,0.7233303189277649,0.760530412197113,0.7025218605995178
3,0.593905508518219,0.7641230225563049,0.718630313873291,0.7179619073867798
4,0.4532691240310669,0.8215159177780151,0.7314765453338623,0.7159032225608826
5,0.41647762060165405,0.8395316004753113,0.771287739276886,0.7370046377182007
6,0.36043959856033325,0.8651396036148071,0.7894705533981323,0.7406073212623596
7,0.2854873836040497,0.8906189799308777,0.8120894432067871,0.747298002243042
8,0.2510080337524414,0.9060609936714172,0.8191715478897095,0.7766340970993042
9,0.24179887771606445,0.9070904850959778,0.9594905376434326,0.7447246313095093
