,loss,accuracy,val_loss,val_accuracy
0,7.929876327514648,0.3765281140804291,1.2547047138214111,0.46268656849861145
1,1.1661252975463867,0.48783940076828003,1.1428848505020142,0.4745239317417145
2,1.1720359325408936,0.5152490139007568,1.1633625030517578,0.5110653638839722
3,1.09884512424469,0.5278599858283997,1.0804070234298706,0.5378280878067017
4,0.9826458096504211,0.5772745013237,1.0741981267929077,0.5908389091491699
5,0.7763510346412659,0.6804786920547485,0.9576273560523987,0.6304683685302734
6,0.6949236989021301,0.7247458696365356,0.8732373118400574,0.6634070873260498
7,0.5421592593193054,0.8004117608070374,0.6308295726776123,0.7786927223205566
8,0.4406305253505707,0.8361858129501343,0.8144109845161438,0.7313432693481445
9,0.7461223006248474,0.7262900471687317,0.9071386456489563,0.6783324480056763
