,loss,accuracy,val_loss,val_accuracy
0,16.206666946411133,0.24900269508361816,1.5236696004867554,0.32321152091026306
1,1.4244420528411865,0.25402137637138367,1.3188776969909668,0.34997427463531494
2,1.4350643157958984,0.29558613896369934,1.3338212966918945,0.3355635702610016
3,1.3820559978485107,0.2903101146221161,1.400256633758545,0.34997427463531494
4,1.3720935583114624,0.2833612263202667,1.3077672719955444,0.354091614484787
5,1.3609449863433838,0.3034358620643616,1.3018633127212524,0.3530622720718384
6,1.3538649082183838,0.3034358620643616,1.3079984188079834,0.3762223422527313
7,1.3229001760482788,0.3282717764377594,1.2348878383636475,0.4384971559047699
8,1.3611879348754883,0.3205507695674896,1.277396321296692,0.3849717080593109
9,1.333324909210205,0.347188264131546,1.3178915977478027,0.36747297644615173
