,loss,accuracy,val_loss,val_accuracy
0,26.115877151489258,0.474842369556427,1.0545231103897095,0.5537828207015991
1,0.9100730419158936,0.6139492988586426,1.1233724355697632,0.5295934081077576
2,0.7203173041343689,0.6927036643028259,1.1035780906677246,0.5558415055274963
3,0.5259799957275391,0.7796937227249146,1.1583895683288574,0.5815748572349548
4,0.4412877857685089,0.8249903321266174,1.3775420188903809,0.6042202711105347
5,0.3899329602718353,0.8419765830039978,1.3483366966247559,0.5892949104309082
6,0.3784659802913666,0.8516278266906738,1.3833000659942627,0.6196603178977966
7,0.2959129512310028,0.8858577013015747,1.7583889961242676,0.6114256381988525
8,0.2421380877494812,0.9025865197181702,1.8757773637771606,0.6412763595581055
9,0.2010260969400406,0.925234854221344,2.0206995010375977,0.641791045665741
