,loss,accuracy,val_loss,val_accuracy
0,8.766014099121094,0.5695534944534302,0.6949178576469421,0.7287699580192566
1,0.4423331618309021,0.8467378616333008,0.8270558714866638,0.7570766806602478
2,0.22604411840438843,0.9265216588973999,0.7054857015609741,0.7776634097099304
3,0.12794171273708344,0.9590786099433899,0.7129663228988647,0.8049408197402954
4,0.11970145255327225,0.9628104567527771,0.6622352004051208,0.824498176574707
5,0.05769730359315872,0.9832711219787598,0.7465587854385376,0.8162634968757629
6,0.1339503973722458,0.9597220420837402,0.8307516574859619,0.8198661804199219
7,0.05789550021290779,0.9821130037307739,1.0063704252243042,0.8286155462265015
8,0.08434285968542099,0.9752927422523499,1.3980774879455566,0.7632526755332947
9,0.051335133612155914,0.9843006134033203,1.182482361793518,0.8023674488067627
